Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5
IT1,14/02/2025,Bologna,Torino,3,2,H,2.5,1.53,2.49,1.55
IT1,15/02/2025,Atalanta,Cagliari,0,0,D,1.62,2.3,1.62,2.33
IT1,15/02/2025,Lazio,Napoli,2,2,D,2.1,1.73,2.13,1.74
IT1,15/02/2025,Milan,Verona,1,0,H,1.57,2.38,1.58,2.38
IT1,16/02/2025,Fiorentina,Como,0,2,A,1.97,1.93,1.92,1.91
IT1,16/02/2025,Monza,Lecce,0,0,D,2.3,1.62,2.31,1.63
IT1,16/02/2025,Udinese,Empoli,3,0,H,2.1,1.73,2.16,1.72
IT1,16/02/2025,Parma,Roma,0,1,A,1.73,2.1,1.75,2.11
IT1,16/02/2025,Juventus,Inter,1,0,H,2.1,1.73,2.1,1.75
IT1,17/02/2025,Genoa,Venezia,2,0,H,2.1,1.73,2.09,1.75
IT1,21/02/2025,Lecce,Udinese,0,1,A,2.3,1.62,2.3,1.64
IT1,22/02/2025,Parma,Bologna,2,0,H,1.91,1.99,1.88,1.96
IT1,22/02/2025,Venezia,Lazio,0,0,D,1.8,2,1.79,2.06
IT1,22/02/2025,Torino,Milan,2,1,H,2.1,1.73,2.11,1.75
IT1,22/02/2025,Inter,Genoa,1,0,H,1.67,2.2,1.67,2.23
IT1,23/02/2025,Como,Napoli,2,1,H,2.2,1.67,2.2,1.69
IT1,23/02/2025,Verona,Fiorentina,1,0,H,2.03,1.87,1.99,1.85
IT1,23/02/2025,Empoli,Atalanta,0,5,A,1.8,2,1.79,2.05
IT1,23/02/2025,Cagliari,Juventus,0,1,A,2.03,1.87,2.01,1.83
IT1,24/02/2025,Roma,Monza,4,0,H,1.73,2.1,1.72,2.14
IT1,27/02/2025,Bologna,Milan,2,1,H,1.96,1.82,1.99,1.84
IT1,28/02/2025,Fiorentina,Lecce,1,0,H,2.3,1.62,2.27,1.65
IT1,01/03/2025,Atalanta,Venezia,0,0,D,1.53,2.5,1.52,2.51
IT1,01/03/2025,Napoli,Inter,1,1,D,2.2,1.67,2.16,1.71
IT1,01/03/2025,Udinese,Parma,1,0,H,1.91,1.99,1.87,1.95
IT1,02/03/2025,Monza,Torino,0,2,A,2.3,1.62,2.33,1.62
IT1,02/03/2025,Bologna,Cagliari,2,1,H,2,1.8,2.04,1.8
IT1,02/03/2025,Genoa,Empoli,1,1,D,2.3,1.62,2.32,1.62
IT1,02/03/2025,Roma,Como,2,1,H,2.03,1.87,1.99,1.85
IT1,02/03/2025,Milan,Lazio,1,2,A,1.86,2.04,1.83,2.01
IT1,03/03/2025,Juventus,Verona,2,0,H,1.8,2,1.8,2.03
IT1,07/03/2025,Cagliari,Genoa,1,1,D,2.5,1.53,2.44,1.56
IT1,08/03/2025,Como,Venezia,1,1,D,2.03,1.87,1.99,1.85
IT1,08/03/2025,Parma,Torino,2,2,D,2.1,1.73,2.12,1.74
IT1,08/03/2025,Lecce,Milan,2,3,A,1.88,2.02,1.84,1.99
IT1,08/03/2025,Inter,Monza,3,2,H,1.5,2.63,1.5,2.57
IT1,09/03/2025,Verona,Bologna,1,2,A,2.3,1.62,2.29,1.63
IT1,09/03/2025,Napoli,Fiorentina,2,1,H,2.05,1.68,2.08,1.76
IT1,09/03/2025,Empoli,Roma,0,1,A,2.05,1.85,2.04,1.8
IT1,09/03/2025,Juventus,Atalanta,0,4,A,2.04,1.86,1.99,1.84
IT1,10/03/2025,Lazio,Udinese,1,1,D,1.95,1.95,1.9,1.92
IT1,14/03/2025,Genoa,Lecce,2,1,H,2.63,1.5,2.65,1.48
IT1,15/03/2025,Monza,Parma,1,1,D,2.1,1.73,2.1,1.75
IT1,15/03/2025,Udinese,Verona,0,1,A,2.1,1.73,2.11,1.74
IT1,15/03/2025,Milan,Como,2,1,H,1.73,2.1,1.75,2.1
IT1,15/03/2025,Torino,Empoli,1,0,H,2.3,1.62,2.29,1.62
IT1,16/03/2025,Venezia,Napoli,0,0,D,2.07,1.83,2.03,1.81
IT1,16/03/2025,Bologna,Lazio,5,0,H,2.2,1.67,2.19,1.69
IT1,16/03/2025,Roma,Cagliari,1,0,H,2,1.9,1.94,1.88
IT1,16/03/2025,Fiorentina,Juventus,3,0,H,2.3,1.62,2.28,1.64
IT1,16/03/2025,Atalanta,Inter,0,2,A,1.95,1.95,1.91,1.92
IT1,29/03/2025,Como,Empoli,1,1,D,2.1,1.73,2.12,1.73
IT1,29/03/2025,Venezia,Bologna,0,1,A,2.2,1.67,2.19,1.68
IT1,29/03/2025,Juventus,Genoa,1,0,H,2.1,1.73,2.14,1.71
IT1,29/03/2025,Lecce,Roma,0,1,A,2.2,1.67,2.15,1.7
IT1,30/03/2025,Cagliari,Monza,3,0,H,2.1,1.73,2.11,1.73
IT1,30/03/2025,Fiorentina,Atalanta,1,0,H,1.95,1.95,1.9,1.92
IT1,30/03/2025,Inter,Udinese,2,1,H,1.8,2,1.8,2.02
IT1,30/03/2025,Napoli,Milan,2,1,H,2.02,1.88,1.98,1.85
IT1,31/03/2025,Verona,Parma,0,0,D,2.1,1.73,2.11,1.73
IT1,31/03/2025,Lazio,Torino,1,1,D,2.08,1.82,2.02,1.8
IT1,04/04/2025,Genoa,Udinese,1,0,H,2.75,1.44,2.66,1.47
IT1,05/04/2025,Monza,Como,1,3,A,2.02,1.88,1.97,1.85
IT1,05/04/2025,Parma,Inter,2,2,D,1.73,2.1,1.7,2.14
IT1,05/04/2025,Milan,Fiorentina,2,2,D,1.73,2.1,1.75,2.08
IT1,06/04/2025,Lecce,Venezia,1,1,D,2.3,1.62,2.33,1.61
IT1,06/04/2025,Empoli,Cagliari,0,0,D,2.2,1.67,2.16,1.69
IT1,06/04/2025,Torino,Verona,1,1,D,2.38,1.57,2.35,1.59
IT1,06/04/2025,Atalanta,Lazio,0,1,A,1.8,2,1.79,2.03
IT1,06/04/2025,Roma,Juventus,1,1,D,2.2,1.67,2.2,1.67
IT1,07/04/2025,Bologna,Napoli,1,1,D,2.5,1.53,2.45,1.54
IT1,11/04/2025,Udinese,Milan,0,4,A,1.89,2.01,1.86,1.98
IT1,12/04/2025,Venezia,Monza,1,0,H,2.1,1.73,2.07,1.76
IT1,12/04/2025,Inter,Cagliari,3,1,H,1.73,2.1,1.72,2.13
IT1,12/04/2025,Juventus,Lecce,2,1,H,1.95,1.95,1.91,1.91
IT1,13/04/2025,Atalanta,Bologna,2,0,H,2.05,1.85,2,1.82
IT1,13/04/2025,Fiorentina,Parma,0,0,D,1.98,1.92,1.9,1.92
IT1,13/04/2025,Verona,Genoa,0,0,D,2.75,1.44,2.7,1.45
IT1,13/04/2025,Como,Torino,1,0,H,2.1,1.73,2.12,1.72
IT1,13/04/2025,Lazio,Roma,1,1,D,2.1,1.73,2.12,1.73
IT1,14/04/2025,Napoli,Empoli,3,0,H,1.95,1.95,1.89,1.92
IT1,19/04/2025,Lecce,Como,0,3,A,2.1,1.73,2.09,1.75
IT1,19/04/2025,Monza,Napoli,0,1,A,1.87,2.03,1.82,2.01
IT1,19/04/2025,Roma,Verona,1,0,H,2.08,1.82,2.02,1.8
IT1,20/04/2025,Empoli,Venezia,2,2,D,2.3,1.62,2.32,1.6
IT1,20/04/2025,Bologna,Inter,1,0,H,2.2,1.67,2.17,1.69
IT1,20/04/2025,Milan,Atalanta,0,1,A,1.67,2.2,1.67,2.2
IT1,23/04/2025,Cagliari,Fiorentina,1,2,A,2.2,1.67,2.15,1.7
IT1,23/04/2025,Genoa,Lazio,0,2,A,2.3,1.62,2.35,1.59
IT1,23/04/2025,Parma,Juventus,1,0,H,2,1.9,1.95,1.87
IT1,23/04/2025,Torino,Udinese,2,0,H,2.5,1.53,2.47,1.54
IT1,27/04/2025,Como,Genoa,1,0,H,2.2,1.67,2.2,1.67
IT1,27/04/2025,Venezia,Milan,0,2,A,1.73,2.1,1.75,2.09
IT1,27/04/2025,Fiorentina,Empoli,2,1,H,2.2,1.67,2.19,1.68
IT1,27/04/2025,Inter,Roma,0,1,A,2.02,1.88,1.97,1.85
IT1,27/04/2025,Juventus,Monza,2,0,H,1.53,2.5,1.55,2.43
IT1,27/04/2025,Atalanta,Lecce,1,1,D,1.57,2.38,1.56,2.41
IT1,27/04/2025,Napoli,Torino,2,0,H,2.07,1.83,2.01,1.81
IT1,28/04/2025,Udinese,Bologna,0,0,D,2.2,1.67,2.26,1.64
IT1,28/04/2025,Lazio,Parma,2,2,D,1.73,2.1,1.74,2.09
IT1,28/04/2025,Verona,Cagliari,0,2,A,2.63,1.5,2.52,1.51
IT1,02/05/2025,Torino,Venezia,1,1,D,2.32,1.53,2.42,1.57
IT1,03/05/2025,Cagliari,Udinese,1,2,A,2.3,1.62,2.34,1.6
IT1,03/05/2025,Parma,Como,0,1,A,1.91,1.99,1.88,1.93
IT1,03/05/2025,Lecce,Napoli,0,1,A,2,1.8,2.01,1.81
IT1,03/05/2025,Inter,Verona,1,0,H,1.85,2.05,1.84,1.98
IT1,04/05/2025,Empoli,Lazio,0,1,A,2,1.78,2.01,1.81
IT1,04/05/2025,Monza,Atalanta,0,4,A,1.5,2.63,1.47,2.59
IT1,04/05/2025,Roma,Fiorentina,1,0,H,2.03,1.87,1.98,1.84
IT1,04/05/2025,Bologna,Juventus,1,1,D,2.3,1.62,2.34,1.6
IT1,05/05/2025,Genoa,Milan,1,2,A,1.99,1.91,1.93,1.88
IT1,09/05/2025,Milan,Bologna,3,1,H,1.99,1.91,1.96,1.87
IT1,10/05/2025,Como,Cagliari,3,1,H,1.97,1.93,1.9,1.92
IT1,10/05/2025,Lazio,Juventus,1,1,D,2.2,1.67,2.19,1.67
IT1,10/05/2025,Empoli,Parma,2,1,H,2.03,1.87,2,1.82
IT1,11/05/2025,Udinese,Monza,1,2,A,1.89,2.01,1.85,1.97
IT1,11/05/2025,Verona,Lecce,1,1,D,2.2,1.67,2.25,1.64
IT1,11/05/2025,Torino,Inter,0,2,A,1.99,1.91,1.95,1.87
IT1,11/05/2025,Napoli,Genoa,2,2,D,2.06,1.84,2.01,1.81
IT1,12/05/2025,Venezia,Fiorentina,2,1,H,2.2,1.67,2.23,1.65
IT1,12/05/2025,Atalanta,Roma,2,1,H,1.8,2,1.81,2.01
IT1,17/05/2025,Genoa,Atalanta,2,3,A,1.87,2.03,1.84,1.98
IT1,18/05/2025,Cagliari,Venezia,3,0,H,2.2,1.67,2.16,1.7
IT1,18/05/2025,Fiorentina,Bologna,3,2,H,2.3,1.62,2.29,1.63
IT1,18/05/2025,Inter,Lazio,2,2,D,1.73,2.1,1.76,2.07
IT1,18/05/2025,Juventus,Udinese,2,0,H,1.95,1.95,1.9,1.92
IT1,18/05/2025,Lecce,Torino,1,0,H,2.3,1.62,2.29,1.62
IT1,18/05/2025,Monza,Empoli,1,3,A,2.2,1.67,2.16,1.69
IT1,18/05/2025,Parma,Napoli,0,0,D,1.95,1.95,1.93,1.89
IT1,18/05/2025,Roma,Milan,3,1,H,1.73,2.1,1.73,2.12
IT1,18/05/2025,Verona,Como,1,1,D,2.1,1.73,2.06,1.77
IT1,23/05/2025,Como,Inter,0,2,A,1.57,2.38,1.59,2.38
IT1,23/05/2025,Napoli,Cagliari,2,0,H,1.53,2.5,1.52,2.5
IT1,24/05/2025,Bologna,Genoa,1,3,A,1.73,2.1,1.72,2.13
IT1,24/05/2025,Milan,Monza,2,0,H,1.33,3.4,1.31,3.31
IT1,25/05/2025,Atalanta,Parma,2,3,A,1.73,2.1,1.69,2.17
IT1,25/05/2025,Empoli,Verona,1,2,A,2.38,1.57,2.39,1.57
IT1,25/05/2025,Lazio,Lecce,0,1,A,1.83,2.03,1.82,2.01
IT1,25/05/2025,Torino,Roma,0,2,A,1.9,1.95,1.9,1.91
IT1,25/05/2025,Udinese,Fiorentina,2,3,A,1.98,1.88,1.95,1.87
IT1,25/05/2025,Venezia,Juventus,2,3,A,1.88,1.98,1.85,1.97
IT1,19/08/2023,Empoli,Verona,0,1,A,2.1,1.73,2.11,1.74
IT1,19/08/2023,Frosinone,Napoli,1,3,A,1.67,2.2,1.68,2.2
IT1,19/08/2023,Genoa,Fiorentina,1,4,A,2.1,1.73,2.06,1.77
IT1,19/08/2023,Inter,Monza,2,0,H,1.57,2.38,1.58,2.41
IT1,20/08/2023,Roma,Salernitana,2,2,D,2.1,1.73,2.1,1.75
IT1,20/08/2023,Sassuolo,Atalanta,0,2,A,1.62,2.3,1.62,2.33
IT1,20/08/2023,Lecce,Lazio,2,1,H,2.2,1.67,2.21,1.68
IT1,20/08/2023,Udinese,Juventus,0,3,A,2.1,1.73,2.1,1.75
IT1,21/08/2023,Torino,Cagliari,0,0,D,2.1,1.73,2.16,1.7
IT1,21/08/2023,Bologna,Milan,0,2,A,2,1.8,2.05,1.78
IT1,26/08/2023,Frosinone,Atalanta,2,1,H,1.67,2.2,1.7,2.19
IT1,26/08/2023,Monza,Empoli,2,0,H,2.07,1.83,2.03,1.81
IT1,26/08/2023,Milan,Torino,4,1,H,2.2,1.67,2.19,1.7
IT1,26/08/2023,Verona,Roma,2,1,H,2.3,1.62,2.29,1.65
IT1,27/08/2023,Fiorentina,Lecce,2,2,D,2.1,1.73,2.07,1.77
IT1,27/08/2023,Juventus,Bologna,1,1,D,1.93,1.97,1.91,1.92
IT1,27/08/2023,Lazio,Genoa,0,1,A,2.06,1.84,2.04,1.8
IT1,27/08/2023,Napoli,Sassuolo,2,0,H,1.44,2.75,1.45,2.78
IT1,28/08/2023,Salernitana,Udinese,1,1,D,2.03,1.87,2.01,1.82
IT1,28/08/2023,Cagliari,Inter,0,2,A,1.73,2.1,1.73,2.13
IT1,01/09/2023,Sassuolo,Verona,3,1,H,1.85,2.05,1.82,2.02
IT1,01/09/2023,Roma,Milan,1,2,A,2.3,1.62,2.31,1.63
IT1,02/09/2023,Bologna,Cagliari,2,1,H,2,1.9,1.95,1.88
IT1,02/09/2023,Udinese,Frosinone,0,0,D,1.99,1.91,1.95,1.88
IT1,02/09/2023,Atalanta,Monza,3,0,H,1.73,2.1,1.72,2.14
IT1,02/09/2023,Napoli,Lazio,1,2,A,1.86,2.04,1.84,1.99
IT1,03/09/2023,Inter,Fiorentina,4,0,H,1.8,2,1.78,2.06
IT1,03/09/2023,Torino,Genoa,1,0,H,2.38,1.57,2.39,1.59
IT1,03/09/2023,Empoli,Juventus,0,2,A,1.94,1.96,1.91,1.92
IT1,03/09/2023,Lecce,Salernitana,2,0,H,2.2,1.67,2.18,1.7
IT1,16/09/2023,Juventus,Lazio,3,1,H,2.1,1.73,2.12,1.74
IT1,16/09/2023,Inter,Milan,5,1,H,1.9,2,1.89,1.94
IT1,16/09/2023,Genoa,Napoli,2,2,D,1.8,2,1.79,2.04
IT1,17/09/2023,Cagliari,Udinese,0,0,D,2.1,1.73,2.1,1.75
IT1,17/09/2023,Frosinone,Sassuolo,4,2,H,1.86,2.04,1.83,2
IT1,17/09/2023,Monza,Lecce,1,1,D,2.1,1.73,2.11,1.75
IT1,17/09/2023,Fiorentina,Atalanta,3,2,H,1.8,2,1.79,2.05
IT1,17/09/2023,Roma,Empoli,7,0,H,1.95,1.95,1.91,1.91
IT1,18/09/2023,Salernitana,Torino,0,3,A,2.2,1.67,2.24,1.66
IT1,18/09/2023,Verona,Bologna,0,0,D,2.1,1.73,2.1,1.75
IT1,22/09/2023,Salernitana,Frosinone,1,1,D,2.1,1.73,2.11,1.75
IT1,22/09/2023,Lecce,Genoa,1,0,H,2.3,1.62,2.37,1.6
IT1,23/09/2023,Milan,Verona,1,0,H,1.73,2.1,1.77,2.08
IT1,23/09/2023,Sassuolo,Juventus,4,2,H,1.73,2.1,1.73,2.13
IT1,23/09/2023,Lazio,Monza,1,1,D,1.9,2,1.85,1.96
IT1,24/09/2023,Empoli,Inter,0,1,A,1.57,2.38,1.55,2.47
IT1,24/09/2023,Atalanta,Cagliari,2,0,H,1.67,2.2,1.68,2.22
IT1,24/09/2023,Udinese,Fiorentina,0,2,A,1.99,1.91,1.92,1.91
IT1,24/09/2023,Bologna,Napoli,0,0,D,1.85,2.05,1.83,2.01
IT1,24/09/2023,Torino,Roma,1,1,D,2.63,1.5,2.62,1.51
IT1,26/09/2023,Juventus,Lecce,1,0,H,1.96,1.94,1.91,1.92
IT1,27/09/2023,Cagliari,Milan,1,3,A,1.99,1.91,1.94,1.89
IT1,27/09/2023,Empoli,Salernitana,1,0,H,2,1.8,2.05,1.79
IT1,27/09/2023,Verona,Atalanta,0,1,A,1.96,1.94,1.92,1.91
IT1,27/09/2023,Inter,Sassuolo,1,2,A,1.4,3,1.4,2.95
IT1,27/09/2023,Lazio,Torino,2,0,H,2.2,1.67,2.21,1.69
IT1,27/09/2023,Napoli,Udinese,4,1,H,1.67,2.2,1.67,2.24
IT1,28/09/2023,Frosinone,Fiorentina,1,1,D,1.87,2.03,1.84,2
IT1,28/09/2023,Monza,Bologna,0,0,D,2.04,1.86,2,1.83
IT1,28/09/2023,Genoa,Roma,4,1,H,2.3,1.62,2.33,1.62
IT1,30/09/2023,Lecce,Napoli,0,4,A,2.01,1.89,1.95,1.87
IT1,30/09/2023,Milan,Lazio,2,0,H,2.06,1.84,2,1.83
IT1,30/09/2023,Salernitana,Inter,0,4,A,1.67,2.15,1.7,2.19
IT1,01/10/2023,Bologna,Empoli,3,0,H,1.9,2,1.87,1.96
IT1,01/10/2023,Udinese,Genoa,2,2,D,2.3,1.6,2.33,1.62
IT1,01/10/2023,Atalanta,Juventus,0,0,D,1.93,1.97,1.89,1.94
IT1,01/10/2023,Roma,Frosinone,2,0,H,1.94,1.96,1.91,1.91
IT1,02/10/2023,Sassuolo,Monza,0,1,A,1.57,2.35,1.58,2.38
IT1,02/10/2023,Torino,Verona,0,0,D,2.3,1.6,2.33,1.61
IT1,02/10/2023,Fiorentina,Cagliari,3,0,H,1.88,2.02,1.83,2
IT1,06/10/2023,Empoli,Udinese,0,0,D,2,1.9,1.97,1.87
IT1,06/10/2023,Lecce,Sassuolo,1,1,D,1.8,2,1.79,2.06
IT1,07/10/2023,Inter,Bologna,2,2,D,1.6,2.3,1.61,2.34
IT1,07/10/2023,Juventus,Torino,2,0,H,2.35,1.57,2.36,1.6
IT1,07/10/2023,Genoa,Milan,0,1,A,2.05,1.75,2.05,1.8
IT1,08/10/2023,Monza,Salernitana,3,0,H,1.88,2.02,1.84,1.98
IT1,08/10/2023,Frosinone,Verona,2,1,H,2.1,1.7,2.13,1.73
IT1,08/10/2023,Lazio,Atalanta,3,2,H,2.03,1.87,1.99,1.85
IT1,08/10/2023,Cagliari,Roma,1,4,A,2.25,1.62,2.28,1.64
IT1,08/10/2023,Napoli,Fiorentina,1,3,A,1.62,2.25,1.64,2.24
IT1,21/10/2023,Verona,Napoli,1,3,A,1.91,1.99,1.87,1.96
IT1,21/10/2023,Torino,Inter,0,3,A,2.06,1.84,2.02,1.82
IT1,21/10/2023,Sassuolo,Lazio,0,2,A,1.62,2.25,1.63,2.29
IT1,22/10/2023,Roma,Monza,1,0,H,1.95,1.95,1.92,1.91
IT1,22/10/2023,Bologna,Frosinone,2,1,H,1.95,1.95,1.9,1.92
IT1,22/10/2023,Salernitana,Cagliari,2,2,D,2.15,1.67,2.17,1.7
IT1,22/10/2023,Atalanta,Genoa,2,0,H,2.03,1.87,1.98,1.85
IT1,22/10/2023,Milan,Juventus,0,1,A,2.1,1.7,2.15,1.72
IT1,23/10/2023,Udinese,Lecce,1,1,D,2.2,1.65,2.2,1.68
IT1,23/10/2023,Fiorentina,Empoli,0,2,A,1.62,2.25,1.65,2.27
IT1,27/10/2023,Genoa,Salernitana,1,0,H,2.15,1.67,2.16,1.72
IT1,28/10/2023,Sassuolo,Bologna,1,1,D,1.7,2.1,1.73,2.15
IT1,28/10/2023,Lecce,Torino,0,1,A,2.5,1.5,2.54,1.53
IT1,28/10/2023,Juventus,Verona,1,0,H,1.85,2.05,1.82,2.02
IT1,29/10/2023,Cagliari,Frosinone,4,3,H,1.99,1.91,1.94,1.88
IT1,29/10/2023,Monza,Udinese,1,1,D,1.92,1.98,1.88,1.94
IT1,29/10/2023,Inter,Roma,1,0,H,2.03,1.87,1.98,1.86
IT1,29/10/2023,Napoli,Milan,2,2,D,2.04,1.86,1.99,1.85
IT1,30/10/2023,Empoli,Atalanta,0,3,A,1.75,2.05,1.79,2.05
IT1,30/10/2023,Lazio,Fiorentina,1,0,H,1.99,1.91,1.96,1.88
IT1,03/11/2023,Bologna,Lazio,1,0,H,2.2,1.65,2.25,1.66
IT1,04/11/2023,Salernitana,Napoli,0,2,A,1.53,2.4,1.57,2.43
IT1,04/11/2023,Atalanta,Inter,1,2,A,1.83,2.07,1.81,2.03
IT1,04/11/2023,Milan,Udinese,0,1,A,1.75,2.05,1.78,2.06
IT1,05/11/2023,Verona,Monza,1,3,A,2.05,1.75,2.06,1.75
IT1,05/11/2023,Cagliari,Genoa,2,1,H,2.15,1.67,2.18,1.7
IT1,05/11/2023,Roma,Lecce,2,1,H,2.1,1.7,2.14,1.72
IT1,05/11/2023,Fiorentina,Juventus,0,1,A,2.06,1.84,2.03,1.81
IT1,06/11/2023,Frosinone,Empoli,2,1,H,1.88,2.02,1.86,1.96
IT1,06/11/2023,Torino,Sassuolo,2,1,H,2,1.9,1.94,1.87
IT1,10/11/2023,Sassuolo,Salernitana,2,2,D,1.62,2.25,1.64,2.3
IT1,10/11/2023,Genoa,Verona,1,0,H,2.4,1.53,2.47,1.56
IT1,11/11/2023,Lecce,Milan,2,2,D,2.08,1.73,2.1,1.75
IT1,11/11/2023,Juventus,Cagliari,2,1,H,1.75,2.05,1.78,2.06
IT1,11/11/2023,Monza,Torino,1,1,D,2.25,1.62,2.28,1.64
IT1,12/11/2023,Napoli,Empoli,0,1,A,1.4,2.88,1.42,2.85
IT1,12/11/2023,Fiorentina,Bologna,2,1,H,2.05,1.85,1.98,1.85
IT1,12/11/2023,Udinese,Atalanta,1,1,D,1.99,1.91,1.94,1.88
IT1,12/11/2023,Lazio,Roma,0,0,D,2.35,1.57,2.34,1.61
IT1,12/11/2023,Inter,Frosinone,2,0,H,1.36,3.1,1.37,3.08
IT1,25/11/2023,Salernitana,Lazio,2,1,H,2.04,1.86,2,1.84
IT1,25/11/2023,Atalanta,Napoli,1,2,A,1.88,2.02,1.81,2.02
IT1,25/11/2023,Milan,Fiorentina,1,0,H,2.06,1.84,2.04,1.8
IT1,26/11/2023,Cagliari,Monza,1,1,D,2,1.9,1.95,1.88
IT1,26/11/2023,Empoli,Sassuolo,3,4,A,1.65,2.2,1.65,2.27
IT1,26/11/2023,Frosinone,Genoa,2,1,H,2.1,1.7,2.1,1.72
IT1,26/11/2023,Roma,Udinese,3,1,H,2.05,1.75,2.06,1.78
IT1,26/11/2023,Juventus,Inter,1,1,D,2.1,1.7,2.13,1.74
IT1,27/11/2023,Verona,Lecce,2,2,D,2.5,1.5,2.51,1.54
IT1,27/11/2023,Bologna,Torino,2,0,H,2.3,1.6,2.38,1.59
IT1,01/12/2023,Monza,Juventus,1,2,A,2.15,1.67,2.21,1.69
IT1,02/12/2023,Genoa,Empoli,1,1,D,2.1,1.7,2.13,1.74
IT1,02/12/2023,Lazio,Cagliari,1,0,H,1.98,1.92,1.94,1.88
IT1,02/12/2023,Milan,Frosinone,3,1,H,1.7,2.1,1.69,2.16
IT1,03/12/2023,Lecce,Bologna,1,1,D,2.2,1.65,2.26,1.65
IT1,03/12/2023,Fiorentina,Salernitana,3,0,H,1.67,2.15,1.67,2.24
IT1,03/12/2023,Udinese,Verona,3,3,D,2.1,1.7,2.15,1.72
IT1,03/12/2023,Sassuolo,Roma,1,2,A,1.75,2.05,1.76,2.09
IT1,03/12/2023,Napoli,Inter,0,3,A,1.75,2.05,1.79,2.06
IT1,04/12/2023,Torino,Atalanta,3,0,H,2.2,1.65,2.24,1.67
IT1,08/12/2023,Juventus,Napoli,1,0,H,2.1,1.7,2.12,1.74
IT1,09/12/2023,Verona,Lazio,1,1,D,2.15,1.67,2.15,1.71
IT1,09/12/2023,Atalanta,Milan,3,2,H,2.05,1.75,2.05,1.8
IT1,09/12/2023,Inter,Udinese,4,0,H,1.57,2.35,1.59,2.37
IT1,10/12/2023,Frosinone,Torino,0,0,D,2.15,1.67,2.14,1.73
IT1,10/12/2023,Monza,Genoa,1,0,H,2.3,1.6,2.26,1.65
IT1,10/12/2023,Salernitana,Bologna,1,2,A,2.1,1.7,2.13,1.73
IT1,10/12/2023,Roma,Fiorentina,1,1,D,2.15,1.67,2.18,1.7
IT1,11/12/2023,Empoli,Lecce,1,1,D,2.08,1.73,2.07,1.77
IT1,11/12/2023,Cagliari,Sassuolo,2,1,H,1.7,2.1,1.69,2.19
IT1,15/12/2023,Genoa,Juventus,1,1,D,2.7,1.44,2.72,1.47
IT1,16/12/2023,Lecce,Frosinone,2,1,H,2.08,1.82,2.02,1.83
IT1,16/12/2023,Napoli,Cagliari,2,1,H,1.57,2.35,1.58,2.4
IT1,16/12/2023,Torino,Empoli,1,0,H,2.05,1.85,1.98,1.84
IT1,17/12/2023,Milan,Monza,3,0,H,1.8,2,1.81,2.03
IT1,17/12/2023,Fiorentina,Verona,1,0,H,1.75,2.05,1.78,2.06
IT1,17/12/2023,Udinese,Sassuolo,2,2,D,1.7,2.1,1.71,2.16
IT1,17/12/2023,Bologna,Roma,2,0,H,2.5,1.5,2.55,1.53
IT1,17/12/2023,Lazio,Inter,0,2,A,2.05,1.85,2,1.84
IT1,18/12/2023,Atalanta,Salernitana,4,1,H,1.57,2.35,1.6,2.35
IT1,22/12/2023,Empoli,Lazio,0,2,A,2.15,1.67,2.16,1.71
IT1,22/12/2023,Sassuolo,Genoa,1,2,A,2.02,1.88,1.96,1.87
IT1,22/12/2023,Monza,Fiorentina,0,1,A,2.1,1.7,2.1,1.76
IT1,22/12/2023,Salernitana,Milan,2,2,D,1.65,2.2,1.65,2.27
IT1,23/12/2023,Frosinone,Juventus,1,2,A,2.08,1.82,2.03,1.81
IT1,23/12/2023,Bologna,Atalanta,1,0,H,2.1,1.7,2.12,1.74
IT1,23/12/2023,Torino,Udinese,1,1,D,2.25,1.62,2.24,1.65
IT1,23/12/2023,Inter,Lecce,2,0,H,1.65,2.2,1.66,2.25
IT1,23/12/2023,Verona,Cagliari,2,0,H,2.08,1.73,2.07,1.77
IT1,23/12/2023,Roma,Napoli,2,0,H,2.15,1.67,2.13,1.73
IT1,29/12/2023,Fiorentina,Torino,1,0,H,2.35,1.57,2.37,1.59
IT1,29/12/2023,Napoli,Monza,0,0,D,1.73,2.08,1.74,2.07
IT1,29/12/2023,Genoa,Inter,1,1,D,2.3,1.6,2.28,1.64
IT1,29/12/2023,Lazio,Frosinone,3,1,H,2.05,1.85,2.01,1.83
IT1,30/12/2023,Atalanta,Lecce,1,0,H,1.92,1.98,1.89,1.95
IT1,30/12/2023,Cagliari,Empoli,0,0,D,2.05,1.85,1.98,1.85
IT1,30/12/2023,Udinese,Bologna,3,0,H,2.4,1.53,2.39,1.59
IT1,30/12/2023,Milan,Sassuolo,1,0,H,1.5,2.5,1.5,2.58
IT1,30/12/2023,Verona,Salernitana,0,1,A,2.08,1.73,2.06,1.78
IT1,30/12/2023,Juventus,Roma,1,0,H,2.7,1.44,2.71,1.48
IT1,05/01/2024,Bologna,Genoa,1,1,D,2.7,1.44,2.7,1.47
IT1,06/01/2024,Inter,Verona,2,1,H,1.5,2.5,1.52,2.53
IT1,06/01/2024,Frosinone,Monza,2,3,A,1.93,1.97,1.87,1.96
IT1,06/01/2024,Lecce,Cagliari,1,1,D,2.2,1.65,2.2,1.69
IT1,06/01/2024,Sassuolo,Fiorentina,1,0,H,1.73,2.08,1.74,2.13
