Date,League,LeagueName,HomeTeam,AwayTeam,FTHG,FTAG,O25,U25,BTTSY,BTTSN
2024-09-28,SE1,Schweden · Allsvenskan,Elfsborg,AIK,1,0,1.69,2.23,1.56,2.39
2024-09-30,SE1,Schweden · Allsvenskan,Hammarby,Norrköping,2,2,1.41,2.73,1.36,2.86
2024-10-02,SE1,Schweden · Allsvenskan,Göteborg,Häcken,3,0,1.91,1.81,1.82,1.98
2024-10-03,SE1,Schweden · Allsvenskan,Norrköping,AIK,2,1,1.72,2.14,1.59,2.37
2024-10-05,SE1,Schweden · Allsvenskan,Hammarby,AIK,3,3,1.79,1.98,1.73,2.05
2024-10-08,SE1,Schweden · Allsvenskan,Hammarby,Malmö,3,1,1.71,2.12,1.54,2.29
2024-10-11,SE1,Schweden · Allsvenskan,Norrköping,Göteborg,1,1,1.76,2.08,1.77,2.09
2024-10-12,SE1,Schweden · Allsvenskan,Djurgården,Norrköping,2,0,1.52,2.29,1.53,2.27
2024-10-14,SE1,Schweden · Allsvenskan,AIK,Häcken,0,1,2.36,1.62,1.94,1.84
2024-10-16,SE1,Schweden · Allsvenskan,Djurgården,Göteborg,1,0,1.52,2.43,1.54,2.47
2024-10-17,SE1,Schweden · Allsvenskan,Norrköping,Elfsborg,2,1,1.93,1.92,1.77,1.96
2024-10-19,SE1,Schweden · Allsvenskan,AIK,Göteborg,1,3,1.67,2.11,1.61,2.15
2024-10-20,SE1,Schweden · Allsvenskan,Göteborg,Djurgården,1,2,1.84,1.88,1.74,2.11
2024-10-22,SE1,Schweden · Allsvenskan,Elfsborg,Malmö,1,0,1.71,2.12,1.73,2.16
2024-10-23,SE1,Schweden · Allsvenskan,AIK,Malmö,0,1,2.04,1.74,1.84,2.05
2024-10-25,SE1,Schweden · Allsvenskan,Malmö,Norrköping,1,0,2.1,1.8,1.96,1.87
2024-10-28,SE1,Schweden · Allsvenskan,Djurgården,Häcken,0,1,1.95,1.78,1.83,1.95
2024-10-30,SE1,Schweden · Allsvenskan,Göteborg,Norrköping,3,3,1.77,2.12,1.7,2.15
2024-11-02,SE1,Schweden · Allsvenskan,Djurgården,AIK,4,1,1.66,2.15,1.59,2.3
2024-11-04,SE1,Schweden · Allsvenskan,AIK,Hammarby,1,2,1.64,2.27,1.57,2.41
2024-11-06,SE1,Schweden · Allsvenskan,Hammarby,Elfsborg,1,4,1.37,2.96,1.37,2.89
2024-11-07,SE1,Schweden · Allsvenskan,Norrköping,Hammarby,2,1,1.69,2.18,1.71,2.24
2024-11-10,SE1,Schweden · Allsvenskan,Elfsborg,Hammarby,2,1,1.51,2.38,1.53,2.47
2024-11-11,SE1,Schweden · Allsvenskan,Djurgården,Malmö,1,2,1.63,2.18,1.68,2.19
2024-11-12,SE1,Schweden · Allsvenskan,Göteborg,Hammarby,0,2,1.44,2.62,1.47,2.59
2024-11-13,SE1,Schweden · Allsvenskan,Göteborg,Elfsborg,1,3,1.62,2.34,1.58,2.29
2024-08-02,SE2,Schweden · Superettan,Öster,Landskrona,1,1,1.61,2.18,1.62,2.36
2024-08-05,SE2,Schweden · Superettan,Brage,Öster,1,0,1.75,2.09,1.6,2.22
2024-08-08,SE2,Schweden · Superettan,Helsingborg,Brage,2,1,1.4,3.21,1.41,3.24
2024-08-10,SE2,Schweden · Superettan,Öster,Brage,4,1,1.5,2.53,1.52,2.38
2024-08-12,SE2,Schweden · Superettan,Örebro,Öster,2,1,1.85,1.84,1.7,2.0
2024-08-14,SE2,Schweden · Superettan,Trelleborg,Sundsvall,2,0,2.39,1.56,2.08,1.65
2024-08-15,SE2,Schweden · Superettan,Utsikten,Trelleborg,1,2,2.26,1.69,1.97,1.73
2024-08-17,SE2,Schweden · Superettan,Trelleborg,Helsingborg,1,1,1.45,2.51,1.46,2.65
2024-08-19,SE2,Schweden · Superettan,Öster,Sundsvall,3,3,2.03,1.81,1.95,1.87
2024-08-20,SE2,Schweden · Superettan,Helsingborg,Öster,1,2,1.62,2.27,1.59,2.46
2024-08-21,SE2,Schweden · Superettan,Sundsvall,Utsikten,0,1,2.11,1.74,1.94,1.96
2024-08-23,SE2,Schweden · Superettan,Landskrona,Sundsvall,3,0,1.87,2.06,1.82,1.95
2024-08-25,SE2,Schweden · Superettan,Öster,Helsingborg,4,0,1.69,2.21,1.67,2.22
2024-08-27,SE2,Schweden · Superettan,Örebro,Trelleborg,2,2,2.27,1.6,2.1,1.73
2024-08-28,SE2,Schweden · Superettan,Brage,Sundsvall,3,1,1.67,2.21,1.73,2.26
2024-08-30,SE2,Schweden · Superettan,Brage,Landskrona,2,0,1.83,1.94,1.61,2.18
2024-08-31,SE2,Schweden · Superettan,Utsikten,Öster,3,0,2.04,1.79,1.9,1.84
2024-09-03,SE2,Schweden · Superettan,Sundsvall,Helsingborg,3,0,1.82,2.07,1.62,2.31
2024-09-06,SE2,Schweden · Superettan,Trelleborg,Landskrona,0,0,2.0,1.85,1.83,2.12
2024-09-08,SE2,Schweden · Superettan,Örebro,Utsikten,1,3,2.3,1.68,2.07,1.8
2024-09-09,SE2,Schweden · Superettan,Örebro,Brage,0,0,1.98,1.86,1.86,2.03
2024-09-11,SE2,Schweden · Superettan,Trelleborg,Öster,1,2,2.47,1.48,2.1,1.62
2024-09-13,SE2,Schweden · Superettan,Landskrona,Trelleborg,2,0,2.19,1.71,1.92,1.79
2024-09-15,SE2,Schweden · Superettan,Helsingborg,Sundsvall,2,0,1.64,2.19,1.57,2.39
2024-09-18,SE2,Schweden · Superettan,Örebro,Landskrona,2,1,1.51,2.51,1.52,2.52
2024-09-21,SE2,Schweden · Superettan,Sundsvall,Trelleborg,1,3,2.08,1.86,1.86,1.9
2024-09-23,SE2,Schweden · Superettan,Öster,Utsikten,1,1,2.04,1.85,1.75,2.06
2024-09-24,SE2,Schweden · Superettan,Trelleborg,Örebro,1,1,2.08,1.65,1.9,1.87
2024-09-27,SE2,Schweden · Superettan,Örebro,Sundsvall,3,1,2.43,1.58,2.04,1.77
2024-09-30,SE2,Schweden · Superettan,Sundsvall,Öster,2,2,2.03,1.71,1.89,1.82
2024-10-02,SE2,Schweden · Superettan,Landskrona,Örebro,0,0,2.09,1.73,1.95,1.79
2024-10-05,SE2,Schweden · Superettan,Helsingborg,Utsikten,1,2,1.77,2.05,1.65,2.28
2024-10-07,SE2,Schweden · Superettan,Trelleborg,Utsikten,3,1,2.0,1.94,1.79,2.02
2024-10-10,SE2,Schweden · Superettan,Utsikten,Landskrona,2,0,1.5,2.3,1.56,2.41
2024-10-13,SE2,Schweden · Superettan,Öster,Trelleborg,1,3,2.35,1.51,2.15,1.68
2024-10-14,SE2,Schweden · Superettan,Brage,Trelleborg,2,1,1.83,2.09,1.71,2.1
2024-10-17,SE2,Schweden · Superettan,Landskrona,Utsikten,2,2,2.12,1.79,1.8,2.03
2024-10-20,SE2,Schweden · Superettan,Utsikten,Örebro,1,2,1.94,1.95,1.98,1.9
2024-10-22,SE2,Schweden · Superettan,Utsikten,Sundsvall,2,2,1.76,1.96,1.69,2.07
2024-10-23,SE2,Schweden · Superettan,Sundsvall,Örebro,1,0,2.2,1.66,1.97,1.85
2024-10-24,SE2,Schweden · Superettan,Trelleborg,Brage,2,1,1.65,2.1,1.7,2.21
2024-10-27,SE2,Schweden · Superettan,Öster,Örebro,1,0,1.9,1.85,1.93,1.95
2024-10-29,SE2,Schweden · Superettan,Helsingborg,Landskrona,4,0,1.75,2.09,1.64,2.31
2024-11-01,SE2,Schweden · Superettan,Utsikten,Helsingborg,4,1,1.61,2.38,1.54,2.38
2024-11-02,SE2,Schweden · Superettan,Brage,Helsingborg,0,3,1.54,2.32,1.55,2.42
2024-11-03,SE2,Schweden · Superettan,Örebro,Helsingborg,2,2,1.83,1.85,1.77,2.03
2024-11-06,SE2,Schweden · Superettan,Sundsvall,Brage,2,1,1.69,2.17,1.64,2.38
2024-11-09,SE2,Schweden · Superettan,Utsikten,Brage,1,2,1.52,2.56,1.45,2.57
2024-11-10,SE2,Schweden · Superettan,Helsingborg,Trelleborg,3,2,1.71,2.15,1.62,2.16
2024-11-12,SE2,Schweden · Superettan,Helsingborg,Örebro,2,1,1.54,2.42,1.59,2.56
2024-11-14,SE2,Schweden · Superettan,Landskrona,Brage,6,2,1.5,2.44,1.56,2.43
2024-11-17,SE2,Schweden · Superettan,Landskrona,Öster,1,3,1.83,2.15,1.59,2.14
2024-11-19,SE2,Schweden · Superettan,Brage,Örebro,5,0,1.71,2.21,1.8,2.0
2024-11-21,SE2,Schweden · Superettan,Sundsvall,Landskrona,0,4,1.79,2.02,1.69,2.25
2024-11-23,SE2,Schweden · Superettan,Landskrona,Helsingborg,2,1,1.45,2.84,1.51,2.67
2024-11-25,SE2,Schweden · Superettan,Brage,Utsikten,4,2,1.52,2.35,1.47,2.4
2024-08-02,NO1,Norwegen · Eliteserien,Rosenborg,Haugesund,0,1,1.47,2.65,1.64,2.46
2024-08-03,NO1,Norwegen · Eliteserien,Sarpsborg,Tromsø,0,1,1.59,2.53,1.49,2.5
2024-08-04,NO1,Norwegen · Eliteserien,Molde,Viking,2,2,1.52,2.37,1.51,2.66
2024-08-06,NO1,Norwegen · Eliteserien,Molde,Brann,1,1,1.9,1.91,1.76,2.05
2024-08-09,NO1,Norwegen · Eliteserien,Sarpsborg,Brann,1,5,2.07,1.81,1.94,1.87
2024-08-12,NO1,Norwegen · Eliteserien,Sarpsborg,Molde,0,1,1.63,2.07,1.57,2.41
2024-08-14,NO1,Norwegen · Eliteserien,Haugesund,Brann,3,3,1.55,2.44,1.52,2.48
2024-08-15,NO1,Norwegen · Eliteserien,Bodø/Glimt,Sarpsborg,2,2,1.92,1.82,1.71,2.07
2024-08-16,NO1,Norwegen · Eliteserien,Molde,Bodø/Glimt,3,1,1.67,2.21,1.58,2.45
2024-08-18,NO1,Norwegen · Eliteserien,Tromsø,Bodø/Glimt,0,2,1.92,1.9,1.66,2.05
2024-08-19,NO1,Norwegen · Eliteserien,Viking,Tromsø,0,0,1.38,2.75,1.38,2.83
2024-08-22,NO1,Norwegen · Eliteserien,Tromsø,Molde,2,0,1.56,2.37,1.54,2.6
2024-08-23,NO1,Norwegen · Eliteserien,Viking,Molde,5,1,1.44,3.15,1.45,2.79
2024-08-26,NO1,Norwegen · Eliteserien,Rosenborg,Tromsø,0,0,2.09,1.78,1.93,1.83
2024-08-28,NO1,Norwegen · Eliteserien,Rosenborg,Bodø/Glimt,2,1,1.81,2.05,1.75,2.04
2024-08-29,NO1,Norwegen · Eliteserien,Brann,Tromsø,0,0,2.43,1.58,2.16,1.73
2024-08-31,NO1,Norwegen · Eliteserien,Bodø/Glimt,Viking,0,2,1.4,2.89,1.41,2.98
2024-09-01,NO1,Norwegen · Eliteserien,Brann,Sarpsborg,0,2,1.81,1.93,1.8,2.07
2024-09-04,NO1,Norwegen · Eliteserien,Sarpsborg,Bodø/Glimt,1,1,1.7,2.24,1.6,2.46
2024-09-06,NO1,Norwegen · Eliteserien,Tromsø,Brann,1,2,2.49,1.6,2.14,1.79
2024-09-07,NO1,Norwegen · Eliteserien,Haugesund,Tromsø,1,1,1.46,2.74,1.44,2.63
2024-09-10,NO1,Norwegen · Eliteserien,Brann,Viking,1,0,2.01,1.86,1.78,1.98
2024-09-11,NO1,Norwegen · Eliteserien,Brann,Rosenborg,1,1,1.74,2.18,1.6,2.25
2024-09-12,NO1,Norwegen · Eliteserien,Molde,Haugesund,3,4,1.46,2.78,1.51,2.66
2024-09-15,NO1,Norwegen · Eliteserien,Brann,Bodø/Glimt,1,1,1.89,1.82,1.8,2.05
2024-09-17,NO1,Norwegen · Eliteserien,Tromsø,Sarpsborg,3,2,1.94,1.88,1.86,2.09
2024-09-19,NO1,Norwegen · Eliteserien,Tromsø,Haugesund,2,1,1.63,2.24,1.53,2.36
2024-09-21,NO1,Norwegen · Eliteserien,Rosenborg,Brann,1,1,1.8,2.14,1.8,2.01
2024-09-23,NO1,Norwegen · Eliteserien,Rosenborg,Sarpsborg,2,0,1.67,2.34,1.62,2.17
2024-09-26,NO1,Norwegen · Eliteserien,Haugesund,Rosenborg,3,0,1.34,3.58,1.31,3.4
2024-09-29,NO1,Norwegen · Eliteserien,Bodø/Glimt,Tromsø,1,0,1.66,2.13,1.64,2.33
2024-10-02,NO1,Norwegen · Eliteserien,Tromsø,Viking,2,6,1.51,2.59,1.45,2.73
2024-10-04,NO1,Norwegen · Eliteserien,Molde,Sarpsborg,4,0,1.4,2.83,1.47,2.64
2024-10-07,NO1,Norwegen · Eliteserien,Viking,Bodø/Glimt,2,1,1.69,2.31,1.57,2.34
2024-10-10,NO1,Norwegen · Eliteserien,Bodø/Glimt,Molde,2,0,1.68,2.08,1.64,2.28
2024-10-13,NO1,Norwegen · Eliteserien,Sarpsborg,Haugesund,1,1,1.53,2.51,1.43,2.73
2024-10-15,NO1,Norwegen · Eliteserien,Haugesund,Molde,1,1,1.37,3.17,1.33,3.18
2024-10-18,NO1,Norwegen · Eliteserien,Tromsø,Rosenborg,1,4,1.85,1.96,1.73,2.13
2024-10-19,NO1,Norwegen · Eliteserien,Sarpsborg,Viking,1,3,1.46,2.51,1.53,2.67
2024-10-21,NO1,Norwegen · Eliteserien,Viking,Sarpsborg,0,3,1.55,2.22,1.59,2.28
2024-10-23,NO1,Norwegen · Eliteserien,Brann,Molde,1,2,1.84,2.02,1.7,2.19
2024-10-25,NO1,Norwegen · Eliteserien,Haugesund,Sarpsborg,0,1,1.34,3.01,1.45,2.86
2024-10-27,NO1,Norwegen · Eliteserien,Sarpsborg,Rosenborg,2,0,1.53,2.52,1.47,2.59
2024-10-28,NO1,Norwegen · Eliteserien,Viking,Haugesund,2,1,1.38,3.06,1.44,3.02
2024-10-30,NO1,Norwegen · Eliteserien,Viking,Rosenborg,2,2,1.42,2.67,1.44,2.79
2024-10-31,NO1,Norwegen · Eliteserien,Bodø/Glimt,Rosenborg,2,2,1.59,2.27,1.58,2.35
2024-11-01,NO1,Norwegen · Eliteserien,Rosenborg,Molde,1,1,1.25,3.33,1.41,3.09
2024-11-04,NO1,Norwegen · Eliteserien,Brann,Haugesund,0,1,1.7,2.2,1.53,2.33
2024-11-05,NO1,Norwegen · Eliteserien,Haugesund,Viking,2,1,1.4,3.02,1.36,3.08
2024-11-07,NO1,Norwegen · Eliteserien,Molde,Tromsø,1,2,1.79,2.14,1.71,2.25
2024-11-10,NO1,Norwegen · Eliteserien,Bodø/Glimt,Brann,1,0,2.18,1.64,1.92,1.73
2024-11-11,NO1,Norwegen · Eliteserien,Rosenborg,Viking,1,2,1.59,2.34,1.54,2.35
2024-11-13,NO1,Norwegen · Eliteserien,Molde,Rosenborg,2,4,1.63,2.32,1.6,2.31
2024-11-14,NO1,Norwegen · Eliteserien,Bodø/Glimt,Haugesund,0,1,1.47,2.47,1.52,2.53
2024-11-15,NO1,Norwegen · Eliteserien,Viking,Brann,2,1,1.76,2.1,1.73,2.15
2024-11-18,NO1,Norwegen · Eliteserien,Haugesund,Bodø/Glimt,1,1,1.48,2.36,1.53,2.59
2024-08-02,NO2,Norwegen · OBOS-ligaen,Ranheim,Mjøndalen,1,3,2.53,1.59,2.16,1.79
2024-08-03,NO2,Norwegen · OBOS-ligaen,Start,Kongsvinger,1,2,1.79,1.93,1.66,2.16
2024-08-04,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Mjøndalen,2,0,2.04,1.76,1.84,1.84
2024-08-05,NO2,Norwegen · OBOS-ligaen,Ranheim,Start,2,1,1.84,2.0,1.77,2.23
2024-08-08,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Åsane,0,1,1.85,2.01,1.75,2.04
2024-08-09,NO2,Norwegen · OBOS-ligaen,Start,Åsane,0,3,1.45,3.06,1.52,2.5
2024-08-11,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Kongsvinger,3,0,2.21,1.64,1.92,1.82
2024-08-13,NO2,Norwegen · OBOS-ligaen,Start,Mjøndalen,2,1,1.48,2.39,1.56,2.45
2024-08-14,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Sogndal,2,1,1.75,2.1,1.59,2.14
2024-08-15,NO2,Norwegen · OBOS-ligaen,Åsane,Mjøndalen,1,2,1.66,2.26,1.56,2.49
2024-08-16,NO2,Norwegen · OBOS-ligaen,Åsane,Kongsvinger,1,1,2.31,1.62,1.92,1.8
2024-08-19,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Ranheim,5,0,2.78,1.39,2.22,1.66
2024-08-21,NO2,Norwegen · OBOS-ligaen,Sogndal,Åsane,2,1,1.61,2.35,1.6,2.42
2024-08-24,NO2,Norwegen · OBOS-ligaen,Ranheim,Stabæk,2,0,2.05,1.79,1.94,1.93
2024-08-26,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Raufoss,0,1,1.83,1.94,1.68,2.06
2024-08-27,NO2,Norwegen · OBOS-ligaen,Raufoss,Mjøndalen,1,1,1.93,1.95,1.84,2.09
2024-08-29,NO2,Norwegen · OBOS-ligaen,Raufoss,Åsane,4,0,1.64,2.13,1.58,2.43
2024-08-30,NO2,Norwegen · OBOS-ligaen,Sogndal,Start,2,3,1.33,3.22,1.35,3.24
2024-08-31,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Raufoss,1,2,2.22,1.74,1.85,1.9
2024-09-01,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Stabæk,1,1,2.53,1.55,2.18,1.7
2024-09-04,NO2,Norwegen · OBOS-ligaen,Raufoss,Sogndal,2,2,2.03,1.8,1.8,1.88
2024-09-06,NO2,Norwegen · OBOS-ligaen,Stabæk,Raufoss,2,2,1.89,1.89,1.87,1.99
2024-09-07,NO2,Norwegen · OBOS-ligaen,Sogndal,Kongsvinger,3,1,1.78,2.21,1.62,2.3
2024-09-10,NO2,Norwegen · OBOS-ligaen,Raufoss,Stabæk,2,1,2.16,1.62,1.93,1.79
2024-09-13,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Åsane,0,3,2.24,1.66,2.0,1.9
2024-09-14,NO2,Norwegen · OBOS-ligaen,Sogndal,Ranheim,1,1,1.61,2.32,1.61,2.51
2024-09-16,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Stabæk,1,0,2.12,1.72,1.81,1.89
2024-09-19,NO2,Norwegen · OBOS-ligaen,Sogndal,Mjøndalen,1,2,2.23,1.73,1.9,1.81
2024-09-21,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Start,1,2,1.73,1.95,1.78,2.13
2024-09-22,NO2,Norwegen · OBOS-ligaen,Stabæk,Sogndal,1,2,1.82,2.0,1.81,2.1
2024-09-23,NO2,Norwegen · OBOS-ligaen,Stabæk,Kongsvinger,2,2,2.51,1.55,2.06,1.73
2024-09-25,NO2,Norwegen · OBOS-ligaen,Ranheim,Åsane,0,1,1.83,2.01,1.76,2.06
2024-09-28,NO2,Norwegen · OBOS-ligaen,Stabæk,Åsane,4,1,1.68,2.22,1.76,2.2
2024-10-01,NO2,Norwegen · OBOS-ligaen,Start,Stabæk,3,0,1.74,2.17,1.63,2.41
2024-10-04,NO2,Norwegen · OBOS-ligaen,Stabæk,Ranheim,2,2,2.4,1.62,2.14,1.75
2024-10-07,NO2,Norwegen · OBOS-ligaen,Raufoss,Ranheim,3,0,1.8,1.96,1.73,1.99
2024-10-08,NO2,Norwegen · OBOS-ligaen,Sogndal,Raufoss,2,2,1.77,2.09,1.67,2.33
2024-10-09,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Start,0,1,1.62,2.27,1.53,2.55
2024-10-10,NO2,Norwegen · OBOS-ligaen,Start,Raufoss,2,0,1.77,1.95,1.76,1.95
2024-10-11,NO2,Norwegen · OBOS-ligaen,Raufoss,Kongsvinger,1,1,2.02,1.8,1.78,1.94
2024-10-14,NO2,Norwegen · OBOS-ligaen,Start,Sogndal,0,2,1.34,3.21,1.46,3.01
2024-10-15,NO2,Norwegen · OBOS-ligaen,Åsane,Raufoss,0,0,1.82,2.05,1.66,2.11
2024-10-18,NO2,Norwegen · OBOS-ligaen,Kongsvinger,Sogndal,0,1,1.85,1.9,1.8,2.02
2024-10-20,NO2,Norwegen · OBOS-ligaen,Raufoss,Start,0,3,1.43,2.61,1.49,2.8
2024-10-22,NO2,Norwegen · OBOS-ligaen,Ranheim,Kongsvinger,0,2,2.23,1.63,2.0,1.81
2024-10-25,NO2,Norwegen · OBOS-ligaen,Åsane,Start,1,0,1.6,2.25,1.61,2.36
2024-10-26,NO2,Norwegen · OBOS-ligaen,Sogndal,Stabæk,1,3,2.12,1.72,1.78,1.91
2024-10-28,NO2,Norwegen · OBOS-ligaen,Åsane,Stabæk,1,1,1.68,2.01,1.7,2.33
2024-10-31,NO2,Norwegen · OBOS-ligaen,Stabæk,Start,1,2,1.61,2.45,1.48,2.45
2024-11-03,NO2,Norwegen · OBOS-ligaen,Åsane,Ranheim,0,0,1.69,2.12,1.6,2.33
2024-11-04,NO2,Norwegen · OBOS-ligaen,Start,Ranheim,3,1,1.66,2.13,1.76,2.04
2024-11-05,NO2,Norwegen · OBOS-ligaen,Stabæk,Mjøndalen,1,2,1.81,2.09,1.7,2.1
2024-11-08,NO2,Norwegen · OBOS-ligaen,Mjøndalen,Ranheim,2,3,2.02,1.8,1.97,1.91
2024-11-09,NO2,Norwegen · OBOS-ligaen,Ranheim,Raufoss,1,1,2.15,1.67,2.01,1.85
2024-11-11,NO2,Norwegen · OBOS-ligaen,Åsane,Sogndal,3,0,1.52,2.36,1.45,2.66
2024-11-12,NO2,Norwegen · OBOS-ligaen,Ranheim,Sogndal,0,3,1.91,1.87,1.76,2.02
2024-08-04,AT1,Österreich · Bundesliga,Sturm Graz,LASK,1,0,1.55,2.25,1.61,2.14
2024-08-06,AT1,Österreich · Bundesliga,Salzburg,Sturm Graz,1,4,2.26,1.66,1.95,1.9
2024-08-08,AT1,Österreich · Bundesliga,Wolfsberg,Altach,0,2,1.74,2.15,1.67,2.17
2024-08-10,AT1,Österreich · Bundesliga,LASK,Austria Wien,3,0,1.6,2.18,1.64,2.43
2024-08-13,AT1,Österreich · Bundesliga,Hartberg,Altach,1,1,1.36,3.24,1.32,3.13
2024-08-15,AT1,Österreich · Bundesliga,Austria Wien,Hartberg,0,1,1.57,2.37,1.55,2.67
2024-08-18,AT1,Österreich · Bundesliga,Altach,LASK,3,0,1.6,2.26,1.67,2.26
2024-08-20,AT1,Österreich · Bundesliga,Wolfsberg,Rapid Wien,0,1,1.54,2.32,1.59,2.44
2024-08-22,AT1,Österreich · Bundesliga,Austria Wien,Sturm Graz,1,4,1.75,2.02,1.76,2.21
2024-08-24,AT1,Österreich · Bundesliga,Rapid Wien,Hartberg,2,1,1.34,3.52,1.34,3.32
2024-08-27,AT1,Österreich · Bundesliga,Wolfsberg,Hartberg,2,0,1.72,2.09,1.61,2.19
2024-08-28,AT1,Österreich · Bundesliga,Hartberg,LASK,5,1,1.46,2.68,1.5,2.57
2024-08-30,AT1,Österreich · Bundesliga,Salzburg,Wolfsberg,1,1,2.54,1.54,2.17,1.68
2024-08-31,AT1,Österreich · Bundesliga,Sturm Graz,Salzburg,0,0,2.15,1.68,1.9,1.9
2024-09-02,AT1,Österreich · Bundesliga,Austria Wien,Salzburg,1,1,2.27,1.6,1.97,1.76
2024-09-04,AT1,Österreich · Bundesliga,Hartberg,Sturm Graz,1,2,1.41,2.68,1.46,2.69
2024-09-05,AT1,Österreich · Bundesliga,Salzburg,Austria Wien,4,2,1.88,1.85,1.69,2.0
2024-09-08,AT1,Österreich · Bundesliga,Rapid Wien,Salzburg,1,0,1.68,2.15,1.63,2.17
2024-09-10,AT1,Österreich · Bundesliga,Sturm Graz,Hartberg,5,0,1.46,2.43,1.54,2.57
2024-09-13,AT1,Österreich · Bundesliga,Rapid Wien,Sturm Graz,4,0,1.96,1.85,1.82,1.94
2024-09-16,AT1,Österreich · Bundesliga,Wolfsberg,Salzburg,3,2,1.83,1.94,1.68,2.02
2024-09-18,AT1,Österreich · Bundesliga,Rapid Wien,LASK,0,0,1.81,1.95,1.73,2.11
2024-09-19,AT1,Österreich · Bundesliga,Wolfsberg,Austria Wien,2,2,1.89,1.88,1.82,1.99
2024-09-20,AT1,Österreich · Bundesliga,Austria Wien,Altach,5,2,1.6,2.3,1.66,2.28
2024-09-23,AT1,Österreich · Bundesliga,Sturm Graz,Rapid Wien,1,1,1.55,2.69,1.56,2.56
2024-09-25,AT1,Österreich · Bundesliga,LASK,Salzburg,1,1,2.04,1.7,1.91,1.85
2024-09-27,AT1,Österreich · Bundesliga,Altach,Rapid Wien,6,1,1.39,3.26,1.4,3.02
2024-09-30,AT1,Österreich · Bundesliga,Altach,Austria Wien,1,0,1.88,1.87,1.76,1.98
2024-10-01,AT1,Österreich · Bundesliga,Salzburg,Rapid Wien,0,0,1.63,2.31,1.66,2.27
2024-10-04,AT1,Österreich · Bundesliga,Rapid Wien,Austria Wien,0,1,1.56,2.48,1.48,2.58
2024-10-06,AT1,Österreich · Bundesliga,LASK,Rapid Wien,1,0,1.58,2.59,1.52,2.64
2024-10-07,AT1,Österreich · Bundesliga,Hartberg,Wolfsberg,1,1,1.78,2.06,1.65,2.21
2024-10-08,AT1,Österreich · Bundesliga,Sturm Graz,Altach,3,1,1.65,2.32,1.68,2.09
2024-10-11,AT1,Österreich · Bundesliga,Austria Wien,Rapid Wien,2,1,1.43,2.8,1.4,2.85
2024-10-12,AT1,Österreich · Bundesliga,Wolfsberg,LASK,0,2,1.98,1.9,1.81,2.02
2024-10-14,AT1,Österreich · Bundesliga,Salzburg,LASK,1,0,2.25,1.69,1.97,1.73
2024-10-15,AT1,Österreich · Bundesliga,Altach,Hartberg,4,0,1.34,3.1,1.38,3.16
2024-10-16,AT1,Österreich · Bundesliga,Hartberg,Rapid Wien,2,1,1.64,2.15,1.54,2.4
2024-10-19,AT1,Österreich · Bundesliga,Altach,Salzburg,1,3,1.71,2.32,1.62,2.31
2024-10-21,AT1,Österreich · Bundesliga,Sturm Graz,Austria Wien,4,2,1.86,2.01,1.65,2.04
2024-10-22,AT1,Österreich · Bundesliga,LASK,Hartberg,1,0,1.46,2.72,1.49,2.7
2024-10-24,AT1,Österreich · Bundesliga,Altach,Sturm Graz,2,0,1.71,1.97,1.72,2.25
2024-10-27,AT1,Österreich · Bundesliga,LASK,Wolfsberg,2,2,1.99,1.81,1.87,1.96
2024-10-30,AT1,Österreich · Bundesliga,Austria Wien,LASK,2,0,1.95,1.76,1.87,1.89
2024-11-02,AT1,Österreich · Bundesliga,Salzburg,Altach,1,0,1.94,1.91,1.9,1.86
2024-11-03,AT1,Österreich · Bundesliga,Hartberg,Salzburg,3,1,1.74,2.21,1.64,2.18
2024-11-04,AT1,Österreich · Bundesliga,Sturm Graz,Wolfsberg,1,1,1.88,1.86,1.87,1.83
2024-11-07,AT1,Österreich · Bundesliga,Altach,Wolfsberg,2,1,2.3,1.57,2.09,1.85
2024-11-08,AT1,Österreich · Bundesliga,Wolfsberg,Sturm Graz,2,2,1.78,1.98,1.71,2.2
2024-11-11,AT1,Österreich · Bundesliga,Salzburg,Hartberg,1,1,1.82,1.96,1.77,1.96
2024-11-12,AT1,Österreich · Bundesliga,LASK,Altach,1,1,1.99,1.81,1.75,1.98
2024-11-13,AT1,Österreich · Bundesliga,Rapid Wien,Altach,1,1,1.54,2.64,1.47,2.49
2024-11-14,AT1,Österreich · Bundesliga,Austria Wien,Wolfsberg,0,1,1.77,2.15,1.67,2.13
2024-11-16,AT1,Österreich · Bundesliga,Rapid Wien,Wolfsberg,1,0,1.73,2.08,1.66,2.25
2024-11-18,AT1,Österreich · Bundesliga,LASK,Sturm Graz,2,2,1.83,1.94,1.8,2.02
